filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00097.wav,0.3953583240509033,1470.0556023929237,1790.6752149030158,3112.2456868489585,0.054780183015046294,-130.9323272705078,132.97744750976562,-13.732507705688477,48.31651306152344,3.9874401092529297,21.51448631286621,-6.7915263175964355,16.068958282470703,-14.277726173400879,15.173563957214355,-6.812896728515625,4.270294666290283,-2.921926498413086,-0.27648428082466125,-5.691012859344482,0.1861436516046524,-14.645157814025879,-1.8151540756225586,-4.469844341278076,-0.6730250120162964,blues
blues.00031.wav,0.23612631857395172,1647.7946250232721,2243.5889178883594,3956.72607421875,0.049225983796296294,-210.8394775390625,99.53272247314453,18.510597229003906,31.90315818786621,-1.3457239866256714,26.31542205810547,-30.22327995300293,13.29840087890625,-28.07266616821289,-4.828244209289551,-31.003658294677734,-11.106237411499023,-11.426873207092285,-1.4133381843566895,-12.14417552947998,-5.695921897888184,-19.63306999206543,-16.710372924804688,-15.061324119567871,-15.778022766113281,blues
blues.00070.wav,0.34054896235466003,2199.1006969923856,2188.7887536521175,4834.2539469401045,0.09266719111689815,-131.9404296875,104.60639190673828,-20.597158432006836,44.70979690551758,-26.00535774230957,19.98058319091797,-30.389320373535156,18.433408737182617,-17.04454231262207,7.767185688018799,-13.202492713928223,7.056433200836182,-14.774957656860352,5.134109020233154,-5.8280110359191895,4.458296775817871,-11.760199546813965,2.271956205368042,-9.539332389831543,-4.421013355255127,blues
blues.00083.wav,0.3783967196941376,2281.53206753561,2209.083685453676,4880.161539713542,0.12106888382523148,-14.597654342651367,100.33695220947266,-28.71614646911621,49.36882400512695,-16.51603889465332,30.112916946411133,-19.79231834411621,26.081233978271484,-13.320457458496094,13.592875480651855,-10.332890510559082,12.041461944580078,-10.511457443237305,12.164776802062988,-4.869466304779053,9.166671752929688,-4.997818946838379,-0.16425640881061554,-4.063077926635742,5.516472816467285,blues
blues.00087.wav,0.30940666794776917,1194.6219367354959,1723.8781557165962,2527.459716796875,0.03964572482638889,-180.9664306640625,135.8458709716797,8.919018745422363,44.29597091674805,-2.0348551273345947,26.077505111694336,-3.9490225315093994,14.128204345703125,-10.00932502746582,-1.9234131574630737,-7.855230331420898,-3.3587188720703125,-4.18317174911499,1.5997334718704224,-7.834878921508789,3.5658915042877197,-3.130070447921753,-1.0370043516159058,3.146009922027588,-7.447864532470703,blues
blues.00098.wav,0.4659629762172699,2076.098852965032,2168.541963778816,4491.46728515625,0.1037303783275463,-116.25592041015625,108.8336410522461,-19.948789596557617,49.74525451660156,-18.13313102722168,30.406875610351562,-6.912952899932861,20.189809799194336,-10.880373001098633,16.747163772583008,-14.267976760864258,13.75430965423584,-7.738613605499268,3.9930593967437744,-11.282538414001465,7.375339984893799,-10.178680419921875,-2.2482669353485107,-4.950055122375488,3.5504441261291504,blues
blues.00015.wav,0.290481835603714,1540.6136879990624,1859.564944230908,3152.6702880859375,0.0680248119212963,-258.56951904296875,113.955078125,-8.465237617492676,51.63646697998047,4.5249409675598145,21.928466796875,0.3059915602207184,11.736237525939941,-22.211214065551758,15.950739860534668,-0.4621686637401581,5.0889153480529785,-0.807554304599762,7.759490966796875,-9.16952133178711,-0.3677344024181366,-4.534017086029053,-4.238889694213867,1.1434739828109741,-0.6490828990936279,blues
blues.00043.wav,0.39280012249946594,2196.8675278912965,2348.1709596288542,4961.110432942708,0.09540473090277778,-99.32763671875,101.83636474609375,-12.666125297546387,44.71272277832031,-9.46009349822998,36.437129974365234,-7.695208549499512,28.376562118530273,-19.299827575683594,13.977779388427734,-22.838972091674805,8.549444198608398,-10.164875984191895,4.610868453979492,-15.176097869873047,2.232717275619507,-7.8362956047058105,-1.1546069383621216,-5.352742671966553,4.344091415405273,blues
blues.00019.wav,0.23227465152740479,993.7061533938096,1429.2809120606967,1740.3513590494792,0.04429343894675926,-283.185302734375,140.79429626464844,6.796285629272461,54.93028259277344,17.32566261291504,15.795631408691406,-0.8407769203186035,-3.553560972213745,-15.675614356994629,10.814695358276367,-4.461614608764648,-0.27913057804107666,-1.266817331314087,7.442910194396973,2.2759289741516113,-5.5977091789245605,-6.552083969116211,-4.559475421905518,-5.348545551300049,-5.666512489318848,blues
blues.00096.wav,0.21139837801456451,1170.0749622584628,1507.024965447195,1943.4214274088542,0.06426775896990741,-359.5067138671875,147.2555694580078,-9.808770179748535,18.393489837646484,-13.007593154907227,12.024955749511719,-1.3419342041015625,7.054929256439209,-12.234743118286133,9.272459983825684,-19.835681915283203,-0.1547207236289978,-13.955530166625977,-11.661985397338867,-17.350400924682617,-11.067097663879395,4.849710941314697,11.292491912841797,9.465968132019043,-5.804574489593506,blues
